CustomerID,first_purchase,last_purchase,num_orders,total_revenue,recency_days,lifespan_days,is_churned,churn_status,value_tier,recency_bucket
12388,2011-01-17 11:12:00,2011-11-24 12:30:00,6,2780.66,15,311,False,Active,VIP,0-30 days
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,549.84,79,0,False,At Risk,Medium Value,61-90 days
12391,2011-11-18 12:07:00,2011-11-18 12:07:00,1,460.89,21,0,False,Active,Medium Value,0-30 days
12393,2011-01-11 09:47:00,2011-09-28 15:41:00,4,1582.6000000000001,71,260,False,At Risk,High Value,61-90 days
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,2,1272.48,63,153,False,At Risk,High Value,61-90 days
12395,2010-12-03 16:35:00,2011-11-20 15:21:00,12,3018.63,18,351,False,Active,VIP,0-30 days
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,2,2409.9,35,99,False,At Risk,VIP,31-60 days
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1635.6599999999999,45,0,False,At Risk,High Value,31-60 days
12399,2011-03-23 09:42:00,2011-08-12 13:15:00,4,1108.65,118,142,False,Hibernating,High Value,91-120 days
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,84.3,302,0,True,Churned,Low Value,181-365 days
12402,2011-01-20 13:49:00,2011-01-20 13:49:00,1,225.6,322,0,True,Churned,Low Value,181-365 days
12403,2011-10-21 10:51:00,2011-10-21 10:51:00,1,427.7,49,0,False,At Risk,Medium Value,31-60 days
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1710.39,148,0,False,Hibernating,VIP,121-180 days
12406,2011-06-09 10:23:00,2011-11-17 19:22:00,2,3415.3,21,161,False,Active,VIP,0-30 days
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1708.1200000000001,49,214,False,At Risk,VIP,31-60 days
12408,2011-03-24 14:46:00,2011-11-07 12:27:00,5,2888.55,32,227,False,At Risk,VIP,31-60 days
12409,2011-06-10 12:19:00,2011-09-22 10:38:00,3,11072.67,78,103,False,At Risk,VIP,61-90 days
12410,2011-02-04 10:38:00,2011-02-04 10:39:00,2,693.3299999999999,308,0,True,Churned,High Value,181-365 days
12412,2011-06-23 13:51:00,2011-09-26 10:16:00,3,1226.88,74,94,False,At Risk,High Value,61-90 days
12413,2011-01-06 16:12:00,2011-10-04 09:00:00,3,758.1,66,270,False,At Risk,High Value,61-90 days
12414,2011-02-02 14:51:00,2011-05-06 14:51:00,3,562.41,216,93,True,Churned,Medium Value,181-365 days
12415,2011-01-06 11:12:00,2011-11-15 14:22:00,21,124914.53,23,313,False,Active,VIP,0-30 days
12417,2010-12-17 11:51:00,2011-12-06 14:52:00,9,3649.1,2,354,False,Active,VIP,0-30 days
12418,2011-08-19 11:08:00,2011-08-19 11:08:00,1,668.58,112,0,False,Hibernating,Medium Value,91-120 days
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,63,0,False,At Risk,Medium Value,61-90 days
12421,2011-01-24 15:09:00,2011-11-24 09:07:00,4,807.04,15,303,False,Active,High Value,0-30 days
12422,2011-01-19 09:13:00,2011-09-05 09:48:00,3,803.5600000000001,95,229,False,Hibernating,High Value,91-120 days
12423,2010-12-21 10:54:00,2011-12-09 10:10:00,8,1859.31,0,352,False,Active,VIP,
12424,2011-06-30 12:06:00,2011-06-30 12:06:00,2,1760.96,162,0,False,Hibernating,VIP,121-180 days
12425,2011-09-22 17:31:00,2011-09-22 17:31:00,1,777.2,77,0,False,At Risk,High Value,61-90 days
12426,2011-05-29 12:26:00,2011-05-29 12:26:00,1,582.73,194,0,True,Churned,Medium Value,181-365 days
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,825.8,21,349,False,Active,High Value,0-30 days
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,9,7956.46,25,257,False,Active,VIP,0-30 days
12429,2010-12-09 12:05:00,2011-11-30 17:22:00,4,3750.4,8,356,False,Active,VIP,0-30 days
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,42,0,False,At Risk,Low Value,31-60 days
12431,2010-12-01 10:03:00,2011-11-04 11:55:00,15,6487.45,35,338,False,At Risk,VIP,31-60 days
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,5,5059.32,42,129,False,At Risk,VIP,31-60 days
12433,2010-12-01 13:24:00,2011-12-09 10:02:00,7,13375.87,0,372,False,Active,VIP,
12434,2011-03-24 13:05:00,2011-09-16 12:38:00,2,806.14,84,175,False,At Risk,High Value,61-90 days
12435,2011-03-17 07:40:00,2011-09-21 09:06:00,2,7829.89,79,188,False,At Risk,VIP,61-90 days
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,509.01,99,0,False,Hibernating,Medium Value,91-120 days
12437,2011-01-12 14:13:00,2011-12-08 11:35:00,18,4951.41,1,329,False,Active,VIP,0-30 days
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,2906.85,13,125,False,Active,VIP,0-30 days
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,173.55,366,0,True,Churned,Low Value,365+ days
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,172.06,2,0,False,Active,Low Value,0-30 days
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,5005.46,20,149,False,Active,VIP,0-30 days
12445,2011-11-17 18:43:00,2011-11-17 18:43:00,1,133.4,21,0,False,Active,Low Value,0-30 days
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3100000000001,57,0,False,At Risk,High Value,31-60 days
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,242,0,True,Churned,Medium Value,181-365 days
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.45,43,0,False,At Risk,Medium Value,31-60 days
12449,2011-06-05 15:37:00,2011-11-17 13:46:00,4,4067.29,21,164,False,Active,VIP,0-30 days
12450,2011-06-19 14:36:00,2011-07-06 14:41:00,2,197.88,155,17,False,Hibernating,Low Value,121-180 days
12451,2011-01-19 09:05:00,2011-11-29 08:40:00,5,9035.52,10,313,False,Active,VIP,0-30 days
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,2,430.57,16,0,False,Active,Medium Value,0-30 days
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,133,0,False,Hibernating,High Value,121-180 days
12454,2011-10-14 17:13:00,2011-10-14 17:13:00,1,3528.34,55,0,False,At Risk,VIP,31-60 days
12455,2011-02-16 09:56:00,2011-09-27 15:31:00,6,2466.86,72,223,False,At Risk,VIP,61-90 days
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,3181.04,43,210,False,At Risk,VIP,31-60 days
12457,2011-04-14 18:57:00,2011-10-04 13:13:00,7,2363.23,65,172,False,At Risk,VIP,61-90 days
12458,2011-02-28 10:55:00,2011-09-29 15:25:00,2,947.4,70,213,False,At Risk,High Value,61-90 days
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,2,826.88,93,60,False,Hibernating,High Value,91-120 days
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,1189.59,18,284,False,Active,High Value,0-30 days
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1344.78,52,188,False,At Risk,High Value,31-60 days
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,1212.05,9,299,False,Active,High Value,0-30 days
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,742.1899999999999,16,152,False,Active,High Value,0-30 days
12468,2011-01-27 13:29:00,2011-06-05 11:36:00,2,729.5400000000001,187,128,True,Churned,High Value,181-365 days
12471,2010-12-10 09:35:00,2011-12-07 15:43:00,30,19824.05,1,362,False,Active,VIP,0-30 days
12472,2010-12-05 14:19:00,2011-11-07 14:01:00,7,6572.11,31,336,False,At Risk,VIP,31-60 days
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,5,3938.5499999999997,28,162,False,Active,VIP,0-30 days
12474,2011-01-14 10:06:00,2011-11-22 14:39:00,18,7375.79,16,312,False,Active,VIP,0-30 days
12475,2011-10-17 10:10:00,2011-10-17 10:10:00,1,723.38,53,0,False,At Risk,High Value,31-60 days
12476,2010-12-13 14:39:00,2011-11-24 12:40:00,11,6816.42,15,345,False,Active,VIP,0-30 days
12477,2011-02-11 12:45:00,2011-11-17 09:51:00,6,13219.74,22,278,False,Active,VIP,0-30 days
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.99,3,0,False,Active,High Value,0-30 days
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,10,0,False,Active,Medium Value,0-30 days
12480,2011-01-07 15:27:00,2011-11-11 14:52:00,4,3281.63,27,307,False,Active,VIP,0-30 days
12481,2010-12-09 10:13:00,2011-11-17 08:29:00,10,5596.32,22,342,False,Active,VIP,0-30 days
12483,2011-01-04 14:20:00,2011-11-22 17:02:00,8,2484.98,16,322,False,Active,VIP,0-30 days
12484,2011-01-07 14:04:00,2011-11-07 11:37:00,6,4541.72,32,303,False,At Risk,VIP,31-60 days
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,1298.66,9,65,False,Active,High Value,0-30 days
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.93,335,0,True,Churned,Medium Value,181-365 days
12490,2011-01-14 09:13:00,2011-12-04 16:07:00,10,5417.93,4,324,False,Active,VIP,0-30 days
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,1,460.40000000000003,38,0,False,At Risk,Medium Value,31-60 days
12492,2011-08-26 14:51:00,2011-10-07 15:15:00,2,263.21000000000004,62,42,False,At Risk,Low Value,61-90 days
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,433.74,165,31,False,Hibernating,Medium Value,121-180 days
12494,2010-12-09 11:31:00,2011-11-24 09:34:00,7,1246.1000000000001,15,349,False,Active,High Value,0-30 days
12497,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1043.1,81,0,False,At Risk,High Value,61-90 days
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,3,403.70000000000005,20,36,False,Active,Medium Value,0-30 days
12500,2011-01-10 09:48:00,2011-11-16 16:20:00,11,4257.82,22,310,False,Active,VIP,0-30 days
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2169.39,336,0,True,Churned,VIP,181-365 days
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,3723.87,95,214,False,Hibernating,VIP,91-120 days
12504,2011-11-09 14:56:00,2011-11-21 16:02:00,2,482.04999999999995,17,12,False,Active,Medium Value,0-30 days
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,232,0,True,Churned,Low Value,181-365 days
12507,2011-02-14 09:24:00,2011-07-28 17:09:00,3,1304.81,133,164,False,Hibernating,High Value,121-180 days
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2,398.27,25,2,False,Active,Medium Value,0-30 days
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,176.5,283,0,True,Churned,Low Value,181-365 days
12510,2011-01-18 14:04:00,2011-07-20 10:15:00,2,982.5699999999999,142,182,False,Hibernating,High Value,121-180 days
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,2,138.03,65,0,False,At Risk,Low Value,61-90 days
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,1,612.29,112,0,False,Hibernating,Medium Value,91-120 days
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1017.68,266,0,True,Churned,High Value,181-365 days
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7,352,0,True,Churned,Medium Value,181-365 days
12516,2011-06-12 11:37:00,2011-09-23 09:13:00,2,1312.06,77,102,False,At Risk,High Value,61-90 days
12517,2011-06-02 15:13:00,2011-11-11 14:04:00,5,2502.84,27,161,False,Active,VIP,0-30 days
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,5,2056.89,0,109,False,Active,VIP,
12519,2011-10-07 09:26:00,2011-10-07 09:26:00,1,340.84,63,0,False,At Risk,Medium Value,61-90 days
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,5,2634.26,78,194,False,At Risk,VIP,61-90 days
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,1,599.68,142,0,False,Hibernating,Medium Value,121-180 days
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,2,192.72,38,12,False,At Risk,Low Value,31-60 days
12523,2011-01-12 09:43:00,2011-11-20 12:55:00,11,1789.77,18,312,False,Active,VIP,0-30 days
12524,2011-01-10 10:35:00,2011-11-30 15:31:00,8,4485.72,8,324,False,Active,VIP,0-30 days
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,3,1316.66,0,93,False,Active,High Value,
12527,2011-01-18 12:05:00,2011-09-19 11:55:00,3,348.71000000000004,81,243,False,At Risk,Medium Value,61-90 days
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,6,1933.48,8,303,False,Active,VIP,0-30 days
12530,2011-01-07 10:04:00,2011-10-11 12:34:00,4,1662.28,59,277,False,At Risk,VIP,31-60 days
12531,2011-11-25 11:12:00,2011-11-25 11:12:00,1,125.22,14,0,False,Active,Low Value,0-30 days
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,1,349.83000000000004,29,0,False,Active,Medium Value,0-30 days
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,1,1089.18,130,0,False,Hibernating,High Value,121-180 days
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,2,716.35,91,94,False,Hibernating,High Value,91-120 days
12536,2011-10-11 14:52:00,2011-10-27 14:20:00,3,12601.830000000002,42,15,False,At Risk,VIP,31-60 days
12538,2011-11-10 17:16:00,2011-11-10 17:16:00,1,363.95,28,0,False,Active,Medium Value,0-30 days
12539,2011-01-10 09:11:00,2011-11-17 13:30:00,4,5568.35,21,311,False,Active,VIP,0-30 days
12540,2010-12-13 09:39:00,2011-11-20 11:31:00,17,13400.24,19,342,False,Active,VIP,0-30 days
12541,2011-03-04 09:32:00,2011-11-10 10:40:00,3,981.18,29,251,False,Active,High Value,0-30 days
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,1,372.7,35,0,False,At Risk,Medium Value,31-60 days
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,2,1000.39,74,184,False,At Risk,High Value,61-90 days
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,2,1161.5,46,31,False,At Risk,High Value,31-60 days
12547,2011-03-04 12:46:00,2011-05-26 12:38:00,2,207.79999999999998,197,82,True,Churned,Low Value,181-365 days
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,1,95.19999999999999,165,0,False,Hibernating,Low Value,121-180 days
12550,2011-09-21 14:35:00,2011-09-21 14:35:00,1,964.83,78,0,False,At Risk,High Value,61-90 days
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0,357,0,True,Churned,Low Value,181-365 days
12552,2011-10-31 12:11:00,2011-11-01 10:02:00,2,437.82,38,0,False,At Risk,Medium Value,31-60 days
12553,2011-01-14 10:42:00,2011-12-01 16:38:00,10,3692.28,7,321,False,Active,VIP,0-30 days
12556,2011-07-11 13:35:00,2011-10-20 13:06:00,2,603.71,49,100,False,At Risk,Medium Value,31-60 days
12557,2010-12-03 12:20:00,2011-11-23 16:59:00,5,11990.960000000001,15,355,False,Active,VIP,0-30 days
12558,2011-12-02 10:41:00,2011-12-02 10:41:00,1,269.96,7,0,False,Active,Low Value,0-30 days
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,2,561.71,310,8,True,Churned,Medium Value,181-365 days
12560,2011-07-19 15:55:00,2011-12-04 13:54:00,3,2134.01,4,137,False,Active,VIP,0-30 days
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85,302,0,True,Churned,Low Value,181-365 days
12562,2011-05-25 12:44:00,2011-12-01 17:20:00,7,3781.7400000000002,7,190,False,Active,VIP,0-30 days
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,1,456.9,260,0,True,Churned,Medium Value,181-365 days
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92,288,0,True,Churned,Low Value,181-365 days
12566,2011-09-14 14:30:00,2011-09-14 14:30:00,1,351.65,85,0,False,At Risk,Medium Value,61-90 days
12567,2010-12-05 11:57:00,2011-11-17 11:02:00,10,9401.28,22,346,False,Active,VIP,0-30 days
12569,2011-04-01 13:47:00,2011-12-07 16:24:00,32,4124.69,1,250,False,Active,VIP,0-30 days
12571,2011-08-10 12:35:00,2011-10-31 10:19:00,2,519.61,39,81,False,At Risk,Medium Value,31-60 days
12572,2011-10-19 08:20:00,2011-12-01 09:20:00,2,1020.42,8,43,False,Active,High Value,0-30 days
12573,2011-04-26 15:52:00,2011-04-26 15:52:00,1,160.54000000000002,226,0,True,Churned,Low Value,181-365 days
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,1,218.45,315,0,True,Churned,Low Value,181-365 days
12576,2011-02-08 11:31:00,2011-11-04 10:11:00,5,1315.83,35,268,False,At Risk,High Value,31-60 days
12577,2010-12-15 16:21:00,2011-11-04 13:24:00,3,657.8,34,323,False,At Risk,Medium Value,31-60 days
12578,2011-01-13 15:34:00,2011-11-18 13:30:00,2,2794.51,20,308,False,Active,VIP,0-30 days
12579,2011-09-22 17:15:00,2011-09-22 17:15:00,1,440.42,77,0,False,At Risk,Medium Value,61-90 days
12580,2011-04-07 10:24:00,2011-04-07 10:24:00,1,415.7,246,0,True,Churned,Medium Value,181-365 days
12581,2011-10-31 08:56:00,2011-10-31 08:56:00,1,197.71,39,0,False,At Risk,Low Value,31-60 days
12582,2011-02-24 11:42:00,2011-04-15 08:45:00,2,511.36,238,49,True,Churned,Medium Value,181-365 days
12583,2010-12-01 08:45:00,2011-12-07 08:07:00,15,7281.38,2,370,False,Active,VIP,0-30 days
12584,2011-03-04 15:15:00,2011-12-06 09:35:00,9,2338.15,3,276,False,Active,VIP,0-30 days
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,2,2040.1,233,117,True,Churned,VIP,181-365 days
12586,2011-11-22 16:24:00,2011-11-22 16:24:00,1,196.94000000000003,16,0,False,Active,Low Value,0-30 days
12587,2011-12-02 12:47:00,2011-12-02 12:47:00,1,144.0,7,0,False,Active,Low Value,0-30 days
12588,2011-10-31 15:01:00,2011-10-31 15:01:00,1,214.89999999999998,38,0,False,At Risk,Low Value,31-60 days
12589,2011-07-18 12:05:00,2011-11-11 10:19:00,2,646.68,28,115,False,Active,Medium Value,0-30 days
12590,2011-05-12 14:46:00,2011-05-12 14:52:00,2,9864.26,210,0,True,Churned,VIP,181-365 days
12591,2011-01-26 14:35:00,2011-01-26 14:35:00,1,452.84999999999997,316,0,True,Churned,Medium Value,181-365 days
12592,2011-05-10 13:44:00,2011-09-08 15:04:00,2,437.6,91,121,False,Hibernating,Medium Value,91-120 days
12593,2011-05-05 09:29:00,2011-08-23 12:43:00,3,418.09999999999997,108,110,False,Hibernating,Medium Value,91-120 days
12594,2011-01-21 09:52:00,2011-11-02 12:20:00,10,3338.2200000000003,37,285,False,At Risk,VIP,31-60 days
12596,2011-04-11 13:22:00,2011-10-19 13:02:00,2,618.27,50,190,False,At Risk,Medium Value,31-60 days
12597,2011-03-16 14:00:00,2011-11-20 13:33:00,4,3811.22,18,248,False,Active,VIP,0-30 days
12598,2011-02-28 11:58:00,2011-11-30 12:18:00,8,3023.08,9,275,False,Active,VIP,0-30 days
12599,2011-02-08 13:28:00,2011-11-10 13:34:00,7,1032.58,28,275,False,Active,High Value,0-30 days
12600,2010-12-03 12:57:00,2011-11-11 10:29:00,10,2599.04,28,342,False,Active,VIP,0-30 days
12601,2011-01-11 10:38:00,2011-06-03 10:17:00,5,577.0600000000001,189,142,True,Churned,Medium Value,181-365 days
12602,2011-10-12 11:22:00,2011-10-12 11:22:00,1,153.12,58,0,False,At Risk,Low Value,31-60 days
12603,2011-11-18 10:42:00,2011-11-18 10:42:00,1,739.1999999999999,21,0,False,Active,High Value,0-30 days
12604,2011-03-23 12:06:00,2011-09-21 14:08:00,2,254.18,78,182,False,At Risk,Low Value,61-90 days
12607,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1579.51,59,0,False,At Risk,High Value,31-60 days
12609,2011-01-25 15:13:00,2011-09-22 16:34:00,3,1126.85,77,240,False,At Risk,High Value,61-90 days
12610,2011-08-05 13:52:00,2011-11-17 09:34:00,5,2099.54,22,103,False,Active,VIP,0-30 days
12611,2011-10-18 13:12:00,2011-10-18 13:12:00,1,1193.32,51,0,False,At Risk,High Value,31-60 days
12612,2011-09-26 15:35:00,2011-09-26 15:35:00,1,704.0400000000001,73,0,False,At Risk,High Value,61-90 days
12613,2011-03-22 15:42:00,2011-10-13 14:59:00,5,3344.38,56,204,False,At Risk,VIP,31-60 days
12614,2011-03-07 10:22:00,2011-03-07 10:22:00,1,315.6,277,0,True,Churned,Medium Value,181-365 days
12615,2011-06-24 13:35:00,2011-12-07 15:02:00,4,2291.19,1,166,False,Active,VIP,0-30 days
12616,2011-02-15 14:17:00,2011-09-05 15:17:00,2,713.3,94,202,False,Hibernating,High Value,91-120 days
12617,2011-11-10 14:39:00,2011-11-10 14:39:00,1,355.53,28,0,False,Active,Medium Value,0-30 days
12618,2011-11-18 11:10:00,2011-11-18 11:10:00,1,177.31,21,0,False,Active,Low Value,0-30 days
12619,2011-03-31 13:10:00,2011-11-23 14:52:00,9,3641.24,15,237,False,Active,VIP,0-30 days
12620,2011-05-19 12:10:00,2011-11-25 10:20:00,3,1339.41,14,189,False,Active,High Value,0-30 days
12621,2010-12-09 10:16:00,2011-12-08 11:25:00,20,13689.67,1,364,False,Active,VIP,0-30 days
12622,2011-04-21 16:39:00,2011-04-21 16:39:00,1,180.1,231,0,True,Churned,Low Value,181-365 days
12623,2011-03-08 13:50:00,2011-03-08 13:50:00,1,305.1,275,0,True,Churned,Low Value,181-365 days
12624,2011-06-15 12:34:00,2011-08-25 15:04:00,2,641.13,105,71,False,Hibernating,Medium Value,91-120 days
12625,2011-01-24 13:27:00,2011-05-12 09:54:00,2,2683.82,211,107,True,Churned,VIP,181-365 days
12626,2011-01-17 11:01:00,2011-11-16 16:06:00,9,6620.48,22,303,False,Active,VIP,0-30 days
12627,2011-07-22 13:59:00,2011-11-29 12:07:00,7,4478.53,10,129,False,Active,VIP,0-30 days
12628,2011-10-06 09:28:00,2011-12-05 13:15:00,3,786.46,3,60,False,Active,High Value,0-30 days
12630,2011-10-27 10:41:00,2011-11-30 10:48:00,2,1270.88,9,34,False,Active,High Value,0-30 days
12631,2011-10-13 13:53:00,2011-10-13 13:53:00,1,640.5,56,0,False,At Risk,Medium Value,31-60 days
12633,2011-02-25 08:44:00,2011-10-12 11:40:00,4,2163.98,58,229,False,At Risk,VIP,31-60 days
12635,2011-07-08 08:43:00,2011-09-11 11:04:00,2,1689.18,89,65,False,At Risk,VIP,61-90 days
12637,2011-01-20 10:47:00,2011-10-03 13:46:00,8,6021.9,66,256,False,At Risk,VIP,61-90 days
12638,2011-11-06 13:11:00,2011-11-06 13:11:00,1,671.69,32,0,False,At Risk,Medium Value,31-60 days
12639,2011-04-15 12:48:00,2011-04-15 12:48:00,1,486.1,238,0,True,Churned,Medium Value,181-365 days
12640,2011-09-19 12:01:00,2011-11-16 11:52:00,3,1174.58,23,57,False,Active,High Value,0-30 days
12641,2011-08-16 13:26:00,2011-08-16 13:26:00,1,185.9,114,0,False,Hibernating,Low Value,91-120 days
12642,2011-08-24 09:23:00,2011-11-14 15:03:00,3,1013.26,24,82,False,Active,High Value,0-30 days
12643,2011-01-11 11:48:00,2011-08-03 12:56:00,6,3344.64,127,204,False,Hibernating,VIP,121-180 days
12644,2011-08-02 10:33:00,2011-08-02 10:33:00,1,477.91,129,0,False,Hibernating,Medium Value,121-180 days
12645,2011-01-27 13:08:00,2011-11-06 12:38:00,4,1775.18,33,282,False,At Risk,VIP,31-60 days
